Fz,Cz,Pz,C3,T3,C4,T4,Fp1,Fp2,F3,F4,F7,F8,P3,P4,T5,T6,O1,O2,Class
473,402,715,367,531,752,200,494,568,531,384,457,-94,641,273,788,261,613,473,c
332,543,568,332,347,825,273,568,678,347,420,641,-20,862,531,604,613,789,684,c
473,578,752,437,457,825,310,494,641,310,347,531,-131,641,310,678,297,543,437,c
367,508,604,297,347,715,200,457,531,457,200,531,-351,641,310,568,473,578,578,c
332,578,604,332,310,752,457,494,752,494,384,568,-241,604,531,641,578,578,684,c
473,437,678,332,420,641,273,457,531,457,236,347,-535,420,236,641,332,473,508,c
332,508,531,297,273,678,384,604,788,641,236,494,-462,641,531,494,649,613,825,c
437,543,678,402,384,752,568,641,899,494,273,347,-351,457,494,604,367,508,613,c
367,437,568,367,347,641,310,531,604,384,89,347,-425,494,384,457,508,613,613,c
332,578,568,437,347,752,494,604,752,568,347,420,-167,531,604,457,649,578,719,c
473,508,715,508,494,641,347,531,531,384,236,310,-278,347,347,531,367,437,402,c
367,578,531,437,347,568,310,531,604,347,236,494,-241,457,457,384,684,613,613,c
543,684,678,613,494,604,494,568,678,420,384,420,-131,273,384,568,473,473,402,c
578,543,641,508,494,457,236,494,384,420,236,310,-278,236,163,494,473,437,332,c
473,649,531,473,420,494,420,568,568,531,420,457,16,384,420,457,649,437,508,c
649,543,641,473,604,384,384,457,420,457,347,310,-57,126,236,531,261,226,156,c
473,473,384,332,457,310,310,420,457,568,273,420,-20,273,420,384,508,367,367,c
508,508,457,402,457,420,604,494,678,531,457,384,200,236,494,494,332,261,332,c
473,367,420,332,420,310,347,384,420,384,310,310,52,200,310,384,226,226,261,c
332,543,273,367,310,420,531,494,568,420,494,531,310,420,568,273,543,332,508,c
543,543,457,473,568,384,531,420,420,310,494,384,310,236,347,457,191,191,226,c
473,473,310,367,568,310,420,420,347,420,347,457,273,347,347,347,402,367,402,c
473,543,384,437,641,384,604,531,531,531,531,531,420,384,384,420,437,332,437,c
578,437,531,437,752,384,347,457,236,273,420,420,200,310,52,347,261,332,226,c
437,508,347,402,568,384,420,457,310,273,494,604,384,494,310,200,578,508,508,c
578,473,531,543,715,420,494,457,200,200,457,420,457,236,200,347,226,367,261,c
473,332,420,437,604,347,273,457,-20,347,273,384,384,273,200,200,402,473,367,c
437,437,384,508,531,420,494,531,200,347,494,420,568,310,384,236,437,473,437,c
543,367,457,508,604,310,347,420,16,163,384,273,384,126,89,200,121,297,156,c
332,402,236,367,384,236,420,457,163,310,347,420,420,310,310,89,437,402,367,c
473,402,384,437,457,273,531,457,236,236,347,310,457,200,310,347,156,226,156,c
402,226,273,332,347,126,273,384,52,310,163,200,310,200,200,273,226,261,191,c
297,297,200,297,273,200,494,457,347,531,347,273,568,273,457,273,332,261,297,c
437,191,310,297,384,126,384,384,126,310,273,126,457,89,200,273,15,121,15,c
261,261,89,191,200,89,310,384,163,273,236,273,494,273,347,126,402,226,261,c
402,332,236,297,273,126,457,384,236,273,310,236,568,163,310,310,226,85,85,c
367,226,236,226,236,16,163,200,16,163,126,200,347,89,163,200,191,156,-19,c
261,367,89,261,126,126,384,200,200,126,310,384,604,236,457,89,402,226,85,c
402,297,236,332,236,89,310,89,-20,126,236,200,494,52,200,163,85,-55,-195,c
261,226,16,191,89,16,163,89,16,273,200,236,457,163,236,16,367,50,50,c
297,332,126,297,89,52,310,89,163,52,310,310,531,163,273,126,261,50,-55,c
367,297,163,297,126,16,52,-20,-204,-278,126,200,310,52,16,52,156,50,-231,c
261,332,52,261,-20,52,126,52,-94,-131,273,310,457,200,236,-20,402,121,15,c
402,261,200,297,126,16,89,16,-167,-131,236,126,420,16,16,52,50,-55,-266,c
226,226,16,156,52,-57,-20,16,-204,-20,89,200,347,126,52,-131,226,85,-90,c
226,332,89,191,52,16,200,52,-20,16,236,236,494,163,200,-57,261,15,-90,c
332,226,126,191,126,-57,-20,-94,-278,-241,52,126,273,52,-94,-20,50,-55,-266,c
156,297,-20,121,16,16,52,-57,-94,-167,163,273,420,200,126,-204,332,50,-19,c
226,226,126,191,163,16,126,-57,-94,-57,200,89,420,16,-57,-94,15,-90,-195,c
121,50,16,15,126,-94,-57,-57,-167,16,52,52,310,16,-94,-167,85,-19,-90,c
85,85,-57,15,52,-57,126,16,126,16,200,89,531,52,163,-57,121,-19,-19,c
226,-19,16,50,163,-131,-20,-57,-57,-94,52,-94,310,-131,-57,16,-195,-125,-266,c
15,15,-131,-55,-20,-131,52,-20,52,89,52,52,420,16,163,-20,156,50,50,c
85,15,16,50,52,-57,236,16,126,126,126,-94,457,-94,52,126,-90,-90,-90,c
15,-90,-57,-19,-20,-131,16,-57,16,16,-131,-131,236,-57,-57,-20,-19,-19,-19,c
-55,50,-57,85,-57,-20,310,16,273,89,16,-20,420,89,236,-57,191,15,121,c
85,-55,89,156,52,-57,163,-57,16,52,-131,-167,236,-57,-57,16,-90,-90,-125,c
-19,15,-57,85,-57,-20,89,52,52,200,-167,16,273,126,16,-167,261,85,156,c
121,15,89,156,16,16,200,52,200,310,-20,-57,384,-57,-20,89,50,-19,15,c
121,-125,89,85,52,-94,-20,-57,-20,236,-204,-131,126,-131,-204,126,15,50,-19,c
-19,85,-20,191,-20,52,163,52,200,52,-20,16,273,89,89,52,261,191,156,c
156,15,200,297,163,52,89,16,-20,-131,-94,-167,126,-57,-167,89,-55,50,-90,c
15,-19,16,156,16,16,-20,52,-20,200,-167,-57,89,89,-94,-20,226,156,191,c
15,50,126,191,89,89,236,163,273,236,-20,-94,273,89,16,89,50,85,121,c
-19,-125,89,121,89,-20,52,89,52,200,-241,-131,126,16,-167,52,-125,50,50,c
-125,-55,-57,15,-57,16,163,163,273,384,-57,52,310,89,126,-57,156,156,297,c
50,-125,89,85,89,16,126,126,163,126,52,-131,236,-94,-94,89,-160,15,15,c
-19,-90,-57,15,-20,-20,-20,126,16,89,16,-94,163,52,-131,16,50,121,191,c
15,15,-20,50,-20,89,236,200,200,273,163,-57,310,52,52,163,50,85,226,c
85,-125,52,50,52,-20,16,126,-57,273,-20,-204,89,-94,-131,89,-160,50,50,c
-55,-19,-57,15,-57,52,126,200,126,384,16,-20,236,126,163,-131,191,226,332,c
85,-19,126,156,126,89,163,236,163,384,52,-204,236,-57,52,89,-125,50,121,c
-55,-125,16,15,16,-20,-20,163,16,347,-94,-204,126,52,52,126,15,156,226,c
-55,50,16,121,16,163,236,273,236,16,163,-20,384,126,200,126,85,191,261,c
156,-55,126,85,126,89,16,163,-20,-131,89,-57,200,-57,-94,126,-195,15,15,c
-55,-55,-94,-19,-20,52,52,200,89,273,126,89,273,163,89,16,191,121,367,c
121,50,89,121,126,126,126,200,89,126,200,-20,310,52,-57,89,-55,50,156,c
85,-19,52,50,89,16,-94,163,-94,52,16,-57,126,52,-204,-57,-19,156,191,c
15,85,52,85,52,89,163,273,200,384,163,52,310,126,89,-20,226,156,437,c
191,15,236,85,200,16,89,236,16,347,52,-167,126,-94,-167,126,-125,-55,156,c
15,15,-20,-55,-20,-57,16,273,126,457,52,-20,163,89,16,126,191,15,402,c
121,-19,52,15,52,16,273,384,384,531,200,-131,236,-20,89,347,-55,-90,261,c
121,-160,-20,-55,16,-94,52,273,163,420,-20,-167,16,-57,-20,273,-125,15,121,c
-19,50,-57,15,-20,16,236,347,420,457,163,16,273,126,236,200,156,156,261,c
191,85,163,156,200,16,126,236,200,200,126,-94,200,-20,-57,236,-195,15,-55,c
85,85,-20,50,126,16,52,236,126,310,126,52,200,163,52,16,85,156,191,c
121,121,52,121,200,126,310,310,310,310,310,89,347,163,163,200,-19,156,156,c
191,50,163,156,273,52,89,163,16,126,89,16,126,16,-57,126,-90,191,15,c
85,191,52,156,163,163,200,200,126,163,200,273,310,236,273,16,297,332,226,c
332,226,273,332,310,200,236,126,52,-57,200,89,200,52,89,52,-19,121,-90,c
226,156,89,191,126,126,52,89,-20,-20,89,236,89,163,126,-57,191,226,85,c
226,297,163,261,126,163,347,126,236,126,236,384,236,126,310,52,226,191,85,c
367,226,236,261,236,52,163,16,-20,-20,52,273,52,-20,16,16,-19,121,-160,c
191,332,52,226,89,163,200,52,89,-131,200,494,236,236,310,-131,367,261,85,c
332,332,236,367,273,200,273,16,16,-241,310,420,273,89,163,-57,15,85,-160,c
226,226,89,226,163,89,52,-57,-131,16,126,384,126,89,89,-167,156,121,-55,c
191,367,89,226,163,163,310,52,163,126,310,457,347,200,347,-57,226,121,15,c
367,261,200,226,273,89,89,-20,-94,-167,200,200,126,16,52,52,-90,15,-266,c
191,261,-20,121,89,52,52,-20,16,-20,236,384,236,200,310,52,297,121,15,c
297,332,126,226,163,126,200,-20,89,-131,347,384,347,89,236,126,50,-19,-231,c
261,261,16,156,52,52,-94,-167,-167,-315,126,457,126,126,89,-20,121,15,-195,c
121,297,-57,121,-20,163,126,-57,89,-57,273,531,347,236,347,16,261,15,50,c
226,121,89,121,89,52,16,-167,-57,-131,163,310,163,16,52,89,-90,-160,-231,c
50,156,-94,15,-94,52,-20,-131,-20,-57,126,457,126,236,236,-131,297,50,85,c
121,226,89,121,16,89,163,-57,52,52,236,420,273,163,236,52,121,-19,50,c
85,50,89,50,89,52,-20,-57,-131,163,52,236,89,52,89,126,-19,-19,50,c
-55,156,16,50,16,126,200,89,163,236,200,384,310,200,384,163,261,121,261,c
156,156,163,156,163,126,89,16,-20,-57,163,236,200,52,89,200,-90,-19,-55,c
85,156,16,85,52,89,-57,52,-57,52,89,384,126,200,126,52,191,121,156,c
121,191,126,156,163,163,200,163,200,126,236,384,236,200,200,126,85,50,121,c
191,85,163,156,236,52,-20,52,-57,-57,16,310,52,52,-20,89,-55,50,-55,c
15,261,52,156,126,200,89,163,89,16,163,494,273,273,310,52,297,226,261,c
191,191,236,261,273,236,163,163,-20,16,163,236,236,52,126,236,-55,15,15,c
50,121,89,121,126,163,16,163,-57,200,16,273,89,126,89,16,191,121,226,c
85,261,163,226,126,236,236,273,163,273,200,347,273,126,236,-57,261,121,261,c
226,156,236,226,236,163,-20,200,-131,89,52,163,52,-20,-94,16,-55,15,15,c
-19,191,16,85,89,163,52,273,16,200,89,310,236,236,126,89,261,156,367,c
121,156,200,191,273,200,163,310,52,273,163,163,236,89,52,236,-55,15,121,c
15,85,89,85,163,126,-57,236,-94,273,-20,200,89,163,52,89,121,121,191,c
-55,261,126,226,126,310,236,347,236,273,163,310,310,273,347,163,261,156,297,c
121,156,236,261,236,200,89,163,-20,200,16,126,126,89,16,236,-19,50,-19,c
-55,226,52,191,126,200,126,236,126,273,89,236,200,310,200,126,297,226,261,c
85,191,236,261,273,236,310,236,236,200,200,163,273,236,163,200,15,121,15,c
121,50,163,156,236,163,89,163,16,163,16,126,89,273,52,16,15,191,-19,c
50,191,89,226,163,310,310,236,200,236,236,273,384,420,236,163,226,261,156,c
261,121,236,332,347,273,163,126,-20,-57,126,89,200,163,-94,347,-90,121,-160,c
50,191,89,261,200,236,89,126,52,16,52,200,200,347,89,163,261,332,121,c
121,261,236,332,273,310,347,126,236,126,236,89,273,236,163,200,50,156,-19,c
156,85,126,226,200,200,126,52,-57,16,89,16,52,273,16,163,-19,121,-90,c
50,156,16,191,52,310,384,200,200,52,273,200,310,420,347,200,261,226,156,c
261,85,236,261,236,236,310,52,89,-57,236,16,200,163,126,236,-55,156,-195,c
121,121,89,226,126,200,126,16,52,16,200,163,200,310,163,-20,261,332,15,c
191,297,236,297,236,236,384,52,200,52,420,236,384,273,236,89,191,261,15,c
297,156,236,226,273,126,126,-20,-57,16,200,89,126,163,-20,89,15,226,-125,c
85,191,89,191,126,200,200,16,163,52,236,273,273,384,273,16,367,367,156,c
261,156,310,332,310,236,236,-20,89,-167,236,52,236,163,89,126,50,261,-125,c
121,121,163,226,163,163,-20,-94,-57,-57,89,126,126,236,89,-57,261,332,50,c
121,261,236,297,163,236,236,16,163,52,273,200,310,163,273,16,261,261,121,c
191,85,273,226,200,126,-20,-57,-20,-57,89,16,89,-20,16,126,-19,121,-90,c
-19,121,52,121,16,126,16,-20,126,16,89,200,163,273,273,52,367,261,191,c
156,156,236,226,163,200,163,-20,126,-57,200,52,163,89,89,89,15,121,-55,c
121,15,126,85,52,89,-57,-57,-57,89,52,16,16,163,16,-57,156,191,50,c
85,156,126,156,52,236,200,126,200,236,200,89,236,273,236,52,297,191,226,c
261,85,273,156,163,89,16,16,16,89,89,-94,16,-20,-94,89,-19,15,-90,c
156,121,52,15,-57,16,-20,52,126,16,163,89,89,200,52,-94,367,191,191,c
332,261,200,191,89,126,126,89,89,-278,310,16,163,89,52,16,156,85,-55,c
332,156,126,121,52,-20,-131,-20,-204,-167,89,-20,-57,52,-94,-94,191,121,-90,c
191,332,52,156,16,126,126,89,16,89,273,126,163,126,126,-94,437,226,121,c
402,226,236,226,200,89,-20,-20,-167,-167,163,-167,16,-94,-278,16,50,156,-160,c
226,191,16,121,52,89,-57,-20,-131,-131,89,-57,52,89,-94,-131,297,261,85,c
226,226,89,156,126,163,200,16,16,-94,200,-57,200,52,-20,-57,85,85,-55,c
191,50,89,85,163,52,-20,-131,-315,-167,16,-94,16,-20,-278,-167,15,85,-125,c
-19,85,-20,50,16,126,163,-57,-57,-20,126,52,236,163,16,-167,297,156,156,c
121,-19,163,85,200,52,89,-94,-131,-167,52,-167,126,-57,-204,-20,-125,-19,-160,c
-19,-90,-57,-90,16,-20,-57,-94,-204,-241,16,-94,89,89,-57,-131,156,121,15,c
15,50,89,50,52,89,163,-57,-94,-167,200,-131,236,16,52,-94,121,85,-19,c
85,-19,200,50,163,-57,-131,-167,-315,-131,-20,-315,16,-131,-241,-167,-55,50,-160,c
-90,15,52,-19,16,-20,-20,-94,-57,-94,89,-57,163,89,52,-241,261,191,121,c
85,-19,200,50,163,-20,52,-57,-94,-278,89,-131,126,-94,-57,-94,-125,15,-125,c
-55,-90,52,-90,16,-94,-131,-94,-167,-241,-57,-94,16,-57,-94,-204,85,121,121,c
-90,15,89,15,52,16,126,52,89,16,163,-94,200,-57,89,-94,121,85,191,c
85,-125,163,-19,126,-94,-131,-57,-131,-20,16,-315,-20,-204,-167,-131,-125,-19,-19,c
-55,-55,-20,-55,-20,-20,-20,52,89,16,52,-131,126,52,52,-241,226,121,261,c
15,-90,200,85,126,89,52,52,163,-94,163,-204,126,-94,-20,126,-90,-55,15,c
-19,-231,52,-90,16,-20,-167,16,16,52,-94,-131,-94,-57,-20,163,50,-90,121,c
-55,-55,-20,-90,-20,52,200,126,347,273,89,-20,163,89,310,163,121,-90,226,c
85,-125,52,-55,52,-20,89,52,163,16,-20,-204,16,-20,52,236,-231,-160,-55,c
-125,-90,-167,-125,-94,16,126,163,347,163,52,-57,89,163,310,163,121,15,261,c
50,-55,-20,-55,16,16,310,163,384,163,200,-131,163,16,273,310,-90,-160,85,c
85,-90,-57,-125,-20,-57,89,126,163,16,-20,-94,-57,52,126,126,-90,-125,50,c
-19,50,-131,-125,-94,16,273,200,384,163,163,89,200,200,384,89,121,-55,261,c
156,-90,52,-55,52,16,163,89,200,89,52,-131,52,-20,52,163,-231,-160,-55,c
-19,-90,-94,-125,-57,16,89,52,236,310,16,-20,89,126,163,89,121,85,226,c
50,15,89,50,52,89,310,89,310,236,126,-94,200,16,200,200,15,50,85,c
121,-55,126,15,89,16,52,-20,52,-20,-94,-167,-20,16,-20,89,-19,121,-19,c
50,85,89,85,16,163,200,52,200,-94,52,89,163,236,273,16,297,226,191,c
226,15,310,191,236,163,126,-20,-57,-204,52,16,89,16,16,89,-19,85,-90,c
85,15,163,50,163,126,-20,-20,-167,-167,16,163,89,163,89,-94,226,191,121,c
85,121,236,156,200,163,200,16,16,-131,200,163,273,89,200,16,191,121,85,c
226,15,273,121,273,52,-94,-57,-278,-94,52,16,52,-57,-167,16,15,50,-19,c
50,85,126,15,126,52,52,52,-131,126,200,200,200,126,126,-20,367,121,332,c
191,50,273,85,273,52,163,89,-94,52,236,16,163,-57,16,89,-19,-125,15,c
85,-55,16,-90,126,-131,16,52,-94,236,52,16,16,52,52,16,191,-90,191,c
85,50,52,-55,89,-20,273,163,273,457,200,16,163,16,236,200,226,-55,297,c
261,-55,126,-55,163,-94,16,89,16,163,-20,-131,-57,-94,-57,236,-55,-55,85,c
15,50,-57,-55,16,16,52,200,163,89,52,52,126,126,200,-20,261,121,402,c
121,15,126,15,126,52,200,200,200,89,126,-57,163,-94,163,126,-55,-55,191,c
50,-55,16,-90,16,-94,-20,89,52,89,-94,16,-20,-57,89,16,50,50,261,c
-55,121,16,-19,16,52,236,200,347,163,89,163,163,89,347,-20,191,121,402,c
121,-19,163,15,126,16,52,89,89,89,-57,-57,-57,-94,52,89,-125,-19,121,c
-55,15,16,-90,-20,-20,52,200,163,310,-20,52,16,89,273,163,261,85,402,c
85,15,200,-19,126,16,273,273,273,273,89,-94,126,-57,236,347,-19,-55,191,c
50,-90,89,-90,89,-94,52,163,89,126,-94,-131,-20,-20,89,236,-19,-55,121,c
-19,15,-20,-90,16,16,310,236,384,236,89,52,200,89,347,236,191,-55,261,c
261,-55,126,-55,163,-57,200,126,200,163,52,-57,16,-94,52,310,-125,-195,-90,c
85,-19,-57,-90,16,-57,163,89,236,200,-20,126,16,89,236,89,191,-19,191,c
85,85,89,85,126,52,420,89,420,273,89,52,163,-20,347,200,85,-90,85,c
85,15,89,50,200,-20,236,-20,163,163,-57,-57,-20,-57,163,89,-55,-90,-19,c
-55,191,-57,85,89,89,420,52,384,163,126,200,200,163,457,16,297,15,226,c
191,156,163,156,236,52,420,-20,236,-20,126,126,126,16,236,200,-19,-195,-55,c
121,121,-20,50,52,16,236,16,200,52,52,273,52,126,310,89,261,-55,156,c
191,226,89,156,126,89,494,89,420,89,310,310,236,126,420,236,226,-55,121,c
297,121,163,85,163,16,163,-20,89,-57,126,126,-20,52,89,126,50,-90,-90,c
85,156,52,50,52,89,236,89,273,52,200,273,89,310,310,-20,437,85,226,c
261,156,236,156,200,163,273,89,200,-131,200,52,52,163,126,126,50,-90,-19,c
156,85,16,15,52,16,-20,16,16,-57,89,126,-57,200,89,16,226,-19,121,c
156,226,89,85,126,89,236,126,200,126,310,273,163,200,236,16,297,15,191,c
297,121,273,85,273,16,52,52,-131,-57,89,89,-20,16,-57,16,-19,-55,-90,c
85,156,52,50,126,16,126,89,52,16,126,273,89,200,236,-57,332,121,261,c
191,156,236,156,236,89,273,89,163,52,200,89,163,-20,163,52,-19,-90,85,c
85,15,89,15,163,-20,16,52,16,126,52,89,16,16,52,-131,50,15,156,c
50,226,52,121,89,126,200,163,273,126,273,236,200,163,273,-57,261,85,226,c
261,191,200,156,200,52,16,16,-20,-94,126,52,16,-57,-57,126,-55,-55,-55,c
50,156,16,50,52,52,16,52,16,89,163,163,52,16,126,16,297,156,226,c
85,121,200,156,163,89,200,89,89,16,273,52,163,-131,163,89,85,121,50,c
121,50,163,121,126,16,-94,-20,-167,-94,16,16,-20,-131,-57,-167,85,156,15,c
85,226,89,121,16,89,89,126,89,89,126,163,163,52,200,-278,332,191,261,c
261,85,236,156,126,16,52,52,52,52,16,-131,-20,-167,-57,-57,-90,15,-55,c
15,-55,-20,-55,-57,-57,-57,52,200,200,-20,-57,-20,-57,89,52,191,156,226,c
50,15,89,50,16,16,163,89,310,126,163,-57,126,-131,126,200,50,121,85,c
85,-19,126,50,89,-20,-131,-20,-20,89,-57,-94,-94,-204,-131,52,-19,121,-90,c
-19,191,52,50,-20,89,-20,52,126,236,52,126,52,-57,126,-20,332,261,156,c
226,156,273,191,163,126,-94,16,-20,16,52,-94,-20,-241,-94,200,-55,85,-160,c
15,50,52,50,16,52,-278,16,-94,16,-20,-20,-57,-20,-20,89,191,191,50,c
-19,121,126,121,52,163,52,89,126,163,163,89,163,16,89,163,121,85,85,c
85,-19,163,50,126,16,-131,-20,-94,89,-57,-57,-20,-167,-94,163,-125,15,-125,c
-90,85,-20,15,-20,52,16,52,126,126,16,126,126,16,236,163,191,156,156,c
121,85,126,121,126,89,126,16,163,16,89,16,89,-94,126,310,-160,-90,-125,c
-19,-19,-94,-19,-20,16,-57,-20,52,126,-57,52,-20,16,89,89,-19,-19,15,c
-90,121,-94,15,-57,89,236,52,310,273,163,163,273,89,310,163,50,-55,50,c
50,15,-20,-19,16,-57,52,-94,126,16,52,16,126,-131,126,347,-231,-160,-266,c
-90,50,-241,-90,-167,-57,126,-57,236,163,126,163,273,163,457,273,191,15,15,c
121,85,16,15,16,16,236,-57,163,126,273,89,310,126,236,273,-55,-90,-195,c
156,85,-20,50,16,16,-20,-167,-94,-57,126,126,89,163,16,89,85,15,-160,c
121,226,16,156,-20,163,163,-57,126,16,273,273,273,236,273,126,297,15,50,c
297,156,163,191,126,89,-20,-94,-131,-20,89,52,89,89,16,126,15,-55,-195,c
50,191,16,121,-20,126,-20,16,-20,16,52,273,163,347,126,16,367,191,156,c
156,226,236,261,163,236,126,89,89,-20,200,200,273,236,52,236,156,121,50,c
156,121,236,191,163,200,-94,52,-94,-57,52,126,16,273,-131,126,156,156,50,c
85,297,163,261,126,310,126,126,200,16,273,273,236,420,126,52,437,226,297,c
297,226,384,332,310,273,16,52,16,-20,200,89,126,236,-131,89,85,121,15,c
156,191,236,226,200,273,-20,126,16,52,126,310,126,420,52,-57,402,261,261,c
191,261,347,297,273,347,236,163,236,-57,273,310,273,347,200,126,261,191,191,c
226,156,347,226,273,236,16,89,-20,-204,89,163,52,236,-20,89,121,191,50,c
156,297,200,226,126,310,163,200,200,-20,236,347,273,420,273,89,473,261,332,c
367,261,347,297,273,273,163,163,126,52,273,163,200,163,52,236,121,50,50,c
297,191,163,156,126,163,16,126,126,126,163,273,163,236,52,16,367,226,226,c
332,332,236,261,200,273,347,200,420,126,310,273,310,236,236,89,332,191,226,c
367,156,273,191,236,163,89,52,126,-94,126,126,89,126,-20,126,156,156,15,c
156,261,126,156,126,200,200,126,273,-57,273,347,236,273,273,52,473,261,297,c
367,226,310,226,273,163,200,89,200,-20,384,236,273,16,126,126,85,50,50,c
297,121,126,85,163,52,-20,52,52,126,236,273,126,89,126,-20,191,156,156,c
261,226,163,156,200,163,310,163,310,236,384,310,384,163,384,126,297,191,191,c
367,121,310,156,347,52,126,52,52,52,163,126,163,16,52,200,50,85,-19,c
156,191,163,121,200,126,200,126,236,273,200,310,273,236,310,52,437,226,332,c
332,226,384,226,384,163,310,126,310,310,310,163,310,52,236,126,156,85,50,c
261,191,236,156,273,89,52,16,89,89,163,163,200,126,126,52,261,156,85,c
191,297,200,191,236,200,347,126,384,163,347,273,457,236,457,200,367,156,261,c
332,85,273,121,310,89,236,89,236,89,163,89,273,16,200,384,-55,15,15,c
121,121,16,15,126,89,200,163,310,163,163,273,273,200,420,236,261,226,297,c
261,156,163,121,236,126,420,163,384,163,347,126,347,89,420,347,50,85,156,c
226,50,126,15,200,52,200,89,163,273,89,16,126,52,200,236,-19,50,156,c
50,121,16,-19,89,89,384,200,457,494,236,163,347,236,457,200,261,121,402,c
261,85,163,85,200,89,273,126,273,236,200,52,236,16,236,236,-90,-19,50,c
85,85,-57,-19,16,52,163,126,273,236,89,200,200,236,347,163,226,156,261,c
156,156,89,121,126,163,384,200,457,347,273,126,310,89,310,310,121,15,156,c
261,-55,126,-19,126,16,16,126,200,347,126,16,52,-20,-20,236,-19,15,15,c
85,50,-20,-19,16,89,200,236,457,273,163,236,200,163,384,200,261,191,261,c
191,85,163,85,126,89,273,236,384,52,89,52,126,-57,273,347,-125,-19,-55,c
15,50,-57,-19,-20,52,89,163,236,200,-57,126,89,163,273,200,156,85,191,c
15,156,52,121,52,163,347,273,420,420,126,163,273,200,347,200,156,121,261,c
121,-19,163,85,163,89,126,163,163,310,-57,-57,16,52,16,163,-90,121,85,c
-19,85,52,85,52,163,236,236,310,273,52,163,163,236,273,163,297,297,367,c
191,121,273,226,273,200,236,200,200,16,163,52,163,52,52,347,-19,121,85,c
156,15,163,156,200,126,-57,126,16,126,16,126,52,126,-57,126,191,261,261,c
156,156,200,261,236,273,200,236,273,273,236,236,273,200,163,89,261,297,367,c
